Time, X, Y, Yaw, Drive_Fwd, Drive_Turn, Climb, Level_Bin
5.0960, 2.8812, 2.9230, 0.0121, 0.0000, -1.0000, 0.0000, 0.0012
5.0980, 2.8813, 2.9231, 0.0102, 0.0000, -1.0000, 0.0000, 0.0013
5.1000, 2.8813, 2.9231, 0.0084, 0.0000, -1.0000, 0.0000, 0.0012
5.1020, 2.8813, 2.9232, 0.0065, 0.0000, -1.0000, 0.0000, 0.0009
5.1040, 2.8812, 2.9233, 0.0047, 0.0000, -1.0000, 0.0000, 0.0003
5.1060, 2.8812, 2.9234, 0.0029, 0.0000, -1.0000, 0.0000, -0.0005
5.1080, 2.8812, 2.9236, 0.0010, 0.0000, -1.0000, 0.0000, -0.0011
5.1100, 2.8812, 2.9238, -0.0010, 0.0000, -1.0000, 0.0000, -0.0015
5.1120, 2.8813, 2.9241, -0.0030, 0.0000, -1.0000, 0.0000, -0.0017
5.1140, 2.8813, 2.9244, -0.0050, 0.0000, -1.0000, 0.0000, -0.0016
5.1160, 2.8815, 2.9248, -0.0071, 0.0000, -1.0000, 0.0000, -0.0014
5.1180, 2.8816, 2.9251, -0.0094, 0.0000, -1.0000, 0.0000, -0.0010
5.1200, 2.8817, 2.9254, -0.0117, 0.0000, -1.0000, 0.0000, -0.0003
5.1220, 2.8818, 2.9257, -0.0140, 0.0000, -1.0000, 0.0000, 0.0004
5.1240, 2.8819, 2.9258, -0.0161, 0.0000, -1.0000, 0.0000, 0.0009
5.1260, 2.8819, 2.9259, -0.0181, 0.0000, -1.0000, 0.0000, 0.0011
5.1280, 2.8820, 2.9260, -0.0201, 0.0000, -1.0000, 0.0000, 0.0010
5.1300, 2.8820, 2.9261, -0.0220, 0.0000, -1.0000, 0.0000, 0.0007
5.1320, 2.8820, 2.9262, -0.0239, 0.0000, -1.0000, 0.0000, 0.0003
5.1340, 2.8821, 2.9263, -0.0259, 0.0000, -1.0000, 0.0000, -0.0001
5.1360, 2.8822, 2.9265, -0.0278, 0.0000, -1.0000, 0.0000, -0.0006
5.1380, 2.8823, 2.9267, -0.0298, 0.0000, -1.0000, 0.0000, -0.0009
5.1400, 2.8824, 2.9269, -0.0318, 0.0000, -1.0000, 0.0000, -0.0010
5.1420, 2.8826, 2.9271, -0.0339, 0.0000, -1.0000, 0.0000, -0.0009
5.1440, 2.8827, 2.9273, -0.0359, 0.0000, -1.0000, 0.0000, -0.0006
5.1460, 2.8829, 2.9274, -0.0378, 0.0000, -1.0000, 0.0000, -0.0003
5.1480, 2.8830, 2.9275, -0.0396, 0.0000, -1.0000, 0.0000, -0.0000
5.1500, 2.8832, 2.9276, -0.0414, 0.0000, -1.0000, 0.0000, 0.0002
5.1520, 2.8834, 2.9276, -0.0432, 0.0000, -1.0000, 0.0000, 0.0002
5.1540, 2.8835, 2.9277, -0.0451, 0.0000, -1.0000, 0.0000, 0.0001
5.1560, 2.8837, 2.9278, -0.0470, 0.0000, -1.0000, 0.0000, -0.0001
5.1580, 2.8839, 2.9279, -0.0490, 0.0000, -1.0000, 0.0000, -0.0002
5.1600, 2.8840, 2.9279, -0.0509, 0.0000, -1.0000, 0.0000, -0.0003
5.1620, 2.8842, 2.9280, -0.0528, 0.0000, -1.0000, 0.0000, -0.0004
5.1640, 2.8843, 2.9281, -0.0547, 0.0000, -1.0000, 0.0000, -0.0004
5.1660, 2.8844, 2.9283, -0.0567, 0.0000, -1.0000, 0.0000, -0.0005
5.1680, 2.8845, 2.9284, -0.0587, 0.0000, -1.0000, 0.0000, -0.0004
5.1700, 2.8847, 2.9286, -0.0606, 0.0000, -1.0000, 0.0000, -0.0002
5.1720, 2.8847, 2.9287, -0.0624, 0.0000, -1.0000, 0.0000, 0.0001
5.1740, 2.8848, 2.9287, -0.0641, 0.0000, -1.0000, 0.0000, 0.0002
5.1760, 2.8849, 2.9288, -0.0659, 0.0000, -1.0000, 0.0000, 0.0002
5.1780, 2.8850, 2.9289, -0.0676, 0.0000, -1.0000, 0.0000, 0.0001
5.1800, 2.8852, 2.9290, -0.0694, 0.0000, -1.0000, 0.0000, -0.0001
5.1820, 2.8854, 2.9291, -0.0714, 0.0000, -1.0000, 0.0000, -0.0003
5.1840, 2.8856, 2.9292, -0.0733, 0.0000, -1.0000, 0.0000, -0.0003
5.1860, 2.8858, 2.9293, -0.0752, 0.0000, -1.0000, 0.0000, -0.0003
5.1880, 2.8860, 2.9294, -0.0772, 0.0000, -1.0000, 0.0000, -0.0002
5.1900, 2.8862, 2.9295, -0.0791, 0.0000, -1.0000, 0.0000, -0.0002
5.1920, 2.8864, 2.9296, -0.0809, 0.0000, -1.0000, 0.0000, -0.0001
5.1940, 2.8866, 2.9297, -0.0826, 0.0000, -1.0000, 0.0000, 0.0000
5.1960, 2.8868, 2.9297, -0.0843, 0.0000, -1.0000, 0.0000, -0.0000
5.1980, 2.8869, 2.9298, -0.0859, 0.0000, -1.0000, 0.0000, -0.0001
5.2000, 2.8871, 2.9300, -0.0876, 0.0000, -1.0000, 0.0000, -0.0003
5.2020, 2.8872, 2.9301, -0.0894, 0.0000, -1.0000, 0.0000, -0.0005
5.2040, 2.8874, 2.9302, -0.0913, 0.0331, -1.0000, 0.0000, -0.0005
5.2060, 2.8876, 2.9304, -0.0933, 0.0331, -1.0000, 0.0000, -0.0004
5.2080, 2.8877, 2.9305, -0.0953, 0.0331, -1.0000, 0.0000, -0.0003
5.2100, 2.8879, 2.9307, -0.0973, 0.0331, -1.0000, 0.0000, -0.0002
5.2120, 2.8881, 2.9309, -0.0993, 0.0331, -1.0000, 0.0000, -0.0001
5.2140, 2.8882, 2.9310, -0.1013, 0.0331, -1.0000, 0.0000, -0.0000
5.2160, 2.8884, 2.9311, -0.1032, 0.0331, -1.0000, 0.0000, 0.0001
5.2180, 2.8885, 2.9312, -0.1050, 0.0331, -1.0000, 0.0000, 0.0001
5.2200, 2.8887, 2.9313, -0.1067, 0.0331, -1.0000, 0.0000, -0.0000
5.2220, 2.8888, 2.9315, -0.1084, 0.0331, -1.0000, 0.0000, -0.0001
5.2240, 2.8890, 2.9316, -0.1102, 0.0331, -1.0000, 0.0000, -0.0003
5.2260, 2.8892, 2.9318, -0.1120, 0.0331, -1.0000, 0.0000, -0.0002
5.2280, 2.8895, 2.9320, -0.1140, 0.0331, -1.0000, 0.0000, -0.0001
5.2300, 2.8897, 2.9321, -0.1159, 0.0331, -1.0000, 0.0000, -0.0000
5.2320, 2.8899, 2.9323, -0.1179, 0.0331, -1.0000, 0.0000, 0.0001
5.2340, 2.8900, 2.9324, -0.1198, 0.0331, -1.0000, 0.0000, 0.0003
5.2360, 2.8901, 2.9325, -0.1216, 0.0331, -1.0000, 0.0000, 0.0003
5.2380, 2.8902, 2.9325, -0.1234, 0.0331, -1.0000, 0.0000, 0.0001
5.2400, 2.8903, 2.9326, -0.1251, 0.0331, -1.0000, 0.0000, -0.0002
5.2420, 2.8905, 2.9328, -0.1269, 0.0331, -1.0000, 0.0000, -0.0006
5.2440, 2.8906, 2.9330, -0.1287, 0.0331, -1.0000, 0.0000, -0.0008
5.2460, 2.8908, 2.9332, -0.1307, 0.0331, -1.0000, 0.0000, -0.0009
5.2480, 2.8910, 2.9335, -0.1327, 0.0331, -1.0000, 0.0000, -0.0007
5.2500, 2.8912, 2.9337, -0.1348, 0.0331, -1.0000, 0.0000, -0.0004
5.2520, 2.8914, 2.9338, -0.1368, 0.0331, -1.0000, 0.0000, 0.0002
5.2540, 2.8915, 2.9339, -0.1387, 0.0331, -1.0000, 0.0000, 0.0005
5.2560, 2.8917, 2.9340, -0.1407, 0.0331, -1.0000, 0.0000, 0.0006
5.2580, 2.8918, 2.9341, -0.1425, 0.0331, -1.0000, 0.0000, 0.0005
5.2600, 2.8919, 2.9341, -0.1444, 0.0331, -1.0000, 0.0000, 0.0002
5.2620, 2.8920, 2.9342, -0.1462, 0.0331, -1.0000, 0.0000, -0.0001
5.2640, 2.8922, 2.9344, -0.1481, 0.0331, -1.0000, 0.0000, -0.0004
5.2660, 2.8923, 2.9345, -0.1500, 0.0331, -1.0000, 0.0000, -0.0006
5.2680, 2.8925, 2.9347, -0.1519, 0.0331, -1.0000, 0.0000, -0.0006
5.2700, 2.8927, 2.9348, -0.1538, 0.0331, -1.0000, 0.0000, -0.0004
5.2720, 2.8929, 2.9349, -0.1556, 0.0331, -1.0000, 0.0000, -0.0002
5.2740, 2.8930, 2.9350, -0.1573, 0.0331, -1.0000, 0.0000, -0.0000
5.2760, 2.8932, 2.9351, -0.1591, 0.0331, -1.0000, 0.0000, 0.0001
5.2780, 2.8934, 2.9351, -0.1608, 0.0331, -1.0000, 0.0000, 0.0000
5.2800, 2.8937, 2.9352, -0.1627, 0.0331, -1.0000, 0.0000, -0.0001
5.2820, 2.8939, 2.9352, -0.1645, 0.0331, -1.0000, 0.0000, -0.0002
5.2840, 2.8941, 2.9353, -0.1663, 0.0331, -1.0000, 0.0000, -0.0003
5.2860, 2.8943, 2.9353, -0.1682, 0.0331, -1.0000, 0.0000, -0.0004
5.2880, 2.8946, 2.9354, -0.1700, 0.0331, -1.0000, 0.0000, -0.0005
5.2900, 2.8948, 2.9356, -0.1719, 0.0331, -1.0000, 0.0000, -0.0005
5.2920, 2.8950, 2.9357, -0.1737, 0.0331, -1.0000, 0.0000, -0.0004
5.2940, 2.8951, 2.9358, -0.1755, 0.0331, -1.0000, 0.0000, -0.0000
5.2960, 2.8952, 2.9359, -0.1772, 0.0331, -1.0000, 0.0000, 0.0002
5.2980, 2.8953, 2.9360, -0.1788, 0.0331, -1.0000, 0.0000, 0.0004
5.3000, 2.8954, 2.9361, -0.1804, 0.0331, -1.0000, 0.0000, 0.0004
5.3020, 2.8955, 2.9361, -0.1820, 0.0331, -1.0000, 0.0000, 0.0002
5.3040, 2.8958, 2.9362, -0.1836, 0.5000, -1.0000, 0.0000, 0.0000
5.3060, 2.8961, 2.9362, -0.1852, 0.5000, -1.0000, 0.0000, -0.0002
5.3080, 2.8965, 2.9363, -0.1870, 0.5000, -1.0000, 0.0000, -0.0004
5.3100, 2.8968, 2.9363, -0.1889, 0.5000, -1.0000, 0.0000, -0.0003
5.3120, 2.8972, 2.9364, -0.1909, 0.5000, -1.0000, 0.0000, -0.0002
5.3140, 2.8976, 2.9365, -0.1928, 0.5000, -1.0000, 0.0000, 0.0000
5.3160, 2.8979, 2.9365, -0.1947, 0.5000, -1.0000, 0.0000, 0.0003
5.3180, 2.8983, 2.9365, -0.1966, 0.5000, -1.0000, 0.0000, 0.0006
5.3200, 2.8985, 2.9365, -0.1984, 0.5000, -1.0000, 0.0000, 0.0008
5.3220, 2.8988, 2.9365, -0.2001, 0.5000, -1.0000, 0.0000, 0.0010
5.3240, 2.8991, 2.9364, -0.2017, 0.5000, -1.0000, 0.0000, 0.0011
5.3260, 2.8994, 2.9363, -0.2033, 0.5000, -1.0000, 0.0000, 0.0010
5.3280, 2.8996, 2.9362, -0.2049, 0.5000, -1.0000, 0.0000, 0.0007
5.3300, 2.9000, 2.9362, -0.2065, 0.5000, -1.0000, 0.0000, 0.0002
5.3320, 2.9004, 2.9361, -0.2081, 0.5000, -1.0000, 0.0000, -0.0004
5.3340, 2.9009, 2.9362, -0.2098, 0.5000, -1.0000, 0.0000, -0.0009
5.3360, 2.9014, 2.9362, -0.2116, 0.5000, -1.0000, 0.0000, -0.0012
5.3380, 2.9019, 2.9363, -0.2135, 0.5000, -1.0000, 0.0000, -0.0012
5.3400, 2.9025, 2.9364, -0.2155, 0.5000, -1.0000, 0.0000, -0.0009
5.3420, 2.9030, 2.9364, -0.2174, 0.5000, -1.0000, 0.0000, -0.0003
5.3440, 2.9035, 2.9364, -0.2192, 0.5000, -1.0000, 0.0000, 0.0002
5.3460, 2.9040, 2.9364, -0.2209, 0.5000, -1.0000, 0.0000, 0.0007
5.3480, 2.9044, 2.9364, -0.2225, 0.5000, -1.0000, 0.0000, 0.0011
5.3500, 2.9049, 2.9363, -0.2242, 0.5000, -1.0000, 0.0000, 0.0013
5.3520, 2.9054, 2.9362, -0.2258, 0.5000, -1.0000, 0.0000, 0.0012
5.3540, 2.9059, 2.9360, -0.2274, 0.5000, -1.0000, 0.0000, 0.0010
5.3560, 2.9063, 2.9359, -0.2290, 0.5000, -1.0000, 0.0000, 0.0006
5.3580, 2.9068, 2.9358, -0.2307, 0.5000, -1.0000, 0.0000, 0.0003
5.3600, 2.9073, 2.9357, -0.2323, 0.5000, -1.0000, 0.0000, -0.0000
5.3620, 2.9078, 2.9356, -0.2339, 0.5000, -1.0000, 0.0000, -0.0003
5.3640, 2.9085, 2.9356, -0.2356, 0.5000, -1.0000, 0.0000, -0.0005
5.3660, 2.9092, 2.9355, -0.2374, 0.5000, -1.0000, 0.0000, -0.0004
5.3680, 2.9100, 2.9354, -0.2391, 0.5000, -1.0000, 0.0000, -0.0004
5.3700, 2.9108, 2.9352, -0.2409, 0.5000, -1.0000, 0.0000, -0.0002
5.3720, 2.9117, 2.9350, -0.2426, 0.5000, -1.0000, 0.0000, 0.0000
5.3740, 2.9125, 2.9348, -0.2444, 0.5000, -1.0000, 0.0000, 0.0001
5.3760, 2.9133, 2.9346, -0.2460, 0.5000, -1.0000, 0.0000, 0.0001
5.3780, 2.9141, 2.9345, -0.2476, 0.5000, -1.0000, 0.0000, 0.0001
5.3800, 2.9148, 2.9343, -0.2491, 0.5000, -1.0000, 0.0000, 0.0001
5.3820, 2.9155, 2.9341, -0.2505, 0.5000, -1.0000, 0.0000, 0.0001
5.3840, 2.9161, 2.9340, -0.2518, 0.5000, -1.0000, 0.0000, 0.0000
5.3860, 2.9167, 2.9338, -0.2531, 0.5000, -1.0000, 0.0000, -0.0000
5.3880, 2.9172, 2.9337, -0.2544, 0.5000, -1.0000, 0.0000, -0.0002
5.3900, 2.9178, 2.9337, -0.2556, 0.5000, -1.0000, 0.0000, -0.0003
5.3920, 2.9184, 2.9336, -0.2570, 0.5000, -1.0000, 0.0000, -0.0004
5.3940, 2.9191, 2.9335, -0.2584, 0.5000, -1.0000, 0.0000, -0.0005
5.3960, 2.9200, 2.9334, -0.2599, 0.5000, -1.0000, 0.0000, -0.0003
5.3980, 2.9209, 2.9333, -0.2614, 0.5000, -1.0000, 0.0000, -0.0002
5.4000, 2.9218, 2.9331, -0.2629, 0.5000, -1.0000, 0.0000, 0.0000
5.4020, 2.9227, 2.9329, -0.2644, 0.5000, -1.0000, 0.0000, 0.0002
5.4040, 2.9236, 2.9327, -0.2659, 0.5000, -1.0000, 0.0000, 0.0003
5.4060, 2.9245, 2.9324, -0.2674, 0.5000, -1.0000, 0.0000, 0.0003
5.4080, 2.9253, 2.9322, -0.2689, 0.5000, -1.0000, 0.0000, 0.0002
5.4100, 2.9260, 2.9320, -0.2703, 0.5000, -1.0000, 0.0000, 0.0000
5.4120, 2.9268, 2.9319, -0.2717, 0.5000, -1.0000, 0.0000, -0.0002
5.4140, 2.9275, 2.9318, -0.2732, 0.5000, -1.0000, 0.0000, -0.0003
5.4160, 2.9282, 2.9317, -0.2746, 0.5000, -1.0000, 0.0000, -0.0004
5.4180, 2.9290, 2.9316, -0.2760, 0.5000, -1.0000, 0.0000, -0.0004
5.4200, 2.9298, 2.9315, -0.2776, 0.5000, -1.0000, 0.0000, -0.0004
5.4220, 2.9307, 2.9314, -0.2791, 0.5000, -1.0000, 0.0000, -0.0002
5.4240, 2.9315, 2.9312, -0.2805, 0.5000, -1.0000, 0.0000, 0.0001
5.4260, 2.9324, 2.9311, -0.2820, 0.5000, -1.0000, 0.0000, 0.0003
5.4280, 2.9333, 2.9308, -0.2835, 0.5000, -1.0000, 0.0000, 0.0004
5.4300, 2.9343, 2.9306, -0.2850, 0.5000, -1.0000, 0.0000, 0.0003
5.4320, 2.9353, 2.9303, -0.2865, 0.5000, -1.0000, 0.0000, 0.0001
5.4340, 2.9363, 2.9300, -0.2880, 0.5000, -1.0000, 0.0000, -0.0003
5.4360, 2.9374, 2.9298, -0.2896, 0.5000, -1.0000, 0.0000, -0.0005
5.4380, 2.9384, 2.9296, -0.2912, 0.5000, -1.0000, 0.0000, -0.0007
5.4400, 2.9394, 2.9294, -0.2927, 0.5000, -1.0000, 0.0000, -0.0006
5.4420, 2.9403, 2.9293, -0.2943, 0.5000, -1.0000, 0.0000, -0.0005
5.4440, 2.9412, 2.9291, -0.2957, 0.5000, -1.0000, 0.0000, -0.0003
5.4460, 2.9421, 2.9289, -0.2971, 0.5000, -1.0000, 0.0000, -0.0002
5.4480, 2.9430, 2.9287, -0.2984, 0.5000, -1.0000, 0.0000, -0.0001
5.4500, 2.9439, 2.9286, -0.2998, 0.5000, -1.0000, 0.0000, -0.0000
5.4520, 2.9448, 2.9283, -0.3011, 0.5000, -1.0000, 0.0000, -0.0000
5.4540, 2.9458, 2.9281, -0.3024, 0.5000, -1.0000, 0.0000, -0.0000
5.4560, 2.9469, 2.9279, -0.3038, 0.5000, -1.0000, 0.0000, -0.0001
5.4580, 2.9480, 2.9277, -0.3052, 0.5000, -1.0000, 0.0000, -0.0001
5.4600, 2.9491, 2.9275, -0.3068, 0.5000, -1.0000, 0.0000, -0.0000
5.4620, 2.9502, 2.9273, -0.3084, 0.5000, -1.0000, 0.0000, 0.0001
5.4640, 2.9513, 2.9271, -0.3099, 0.5000, -1.0000, 0.0000, 0.0003
5.4660, 2.9523, 2.9269, -0.3115, 0.5000, -1.0000, 0.0000, 0.0005
5.4680, 2.9534, 2.9266, -0.3130, 0.5000, -1.0000, 0.0000, 0.0007
5.4700, 2.9544, 2.9263, -0.3144, 0.5000, -1.0000, 0.0000, 0.0009
5.4720, 2.9554, 2.9260, -0.3158, 0.5000, -1.0000, 0.0000, 0.0008
5.4740, 2.9565, 2.9257, -0.3172, 0.5000, -1.0000, 0.0000, 0.0006
5.4760, 2.9576, 2.9253, -0.3187, 0.5000, -1.0000, 0.0000, 0.0002
5.4780, 2.9587, 2.9250, -0.3201, 0.5000, -1.0000, 0.0000, -0.0003
5.4800, 2.9598, 2.9248, -0.3216, 0.5000, -1.0000, 0.0000, -0.0008
5.4820, 2.9610, 2.9246, -0.3232, 0.5000, -1.0000, 0.0000, -0.0010
5.4840, 2.9623, 2.9244, -0.3249, 0.5000, -1.0000, 0.0000, -0.0011
5.4860, 2.9635, 2.9241, -0.3267, 0.5000, -1.0000, 0.0000, -0.0008
5.4880, 2.9647, 2.9239, -0.3285, 0.5000, -1.0000, 0.0000, -0.0004
5.4900, 2.9659, 2.9237, -0.3302, 0.5000, -1.0000, 0.0000, 0.0001
5.4920, 2.9670, 2.9234, -0.3318, 0.5000, -1.0000, 0.0000, 0.0006
5.4940, 2.9682, 2.9231, -0.3334, 0.5000, -1.0000, 0.0000, 0.0009
5.4960, 2.9693, 2.9227, -0.3349, 0.5000, -1.0000, 0.0000, 0.0010
5.4980, 2.9704, 2.9224, -0.3365, 0.5000, -1.0000, 0.0000, 0.0009
5.5000, 2.9715, 2.9221, -0.3381, 0.5000, -1.0000, 0.0000, 0.0006
5.5020, 2.9726, 2.9217, -0.3396, 0.5000, -1.0000, 0.0000, 0.0004
5.5040, 2.9738, 2.9214, -0.3412, 0.5000, -1.0000, 0.0000, 0.0001
5.5060, 2.9750, 2.9211, -0.3428, 0.5000, -1.0000, 0.0000, -0.0001
5.5080, 2.9762, 2.9208, -0.3444, 0.5000, -1.0000, 0.0000, -0.0003
5.5100, 2.9776, 2.9204, -0.3461, 0.5000, -1.0000, 0.0000, -0.0003
5.5120, 2.9790, 2.9200, -0.3477, 0.5000, -1.0000, 0.0000, -0.0002
5.5140, 2.9804, 2.9196, -0.3494, 0.5000, -1.0000, 0.0000, -0.0001
5.5160, 2.9818, 2.9191, -0.3509, 0.5000, -1.0000, 0.0000, 0.0001
5.5180, 2.9832, 2.9186, -0.3525, 0.5000, -1.0000, 0.0000, 0.0001
5.5200, 2.9847, 2.9182, -0.3539, 0.5000, -1.0000, 0.0000, 0.0001
5.5220, 2.9861, 2.9177, -0.3554, 0.5000, -1.0000, 0.0000, -0.0001
5.5240, 2.9874, 2.9173, -0.3569, 0.5000, -1.0000, 0.0000, -0.0003
5.5260, 2.9888, 2.9169, -0.3583, 0.5000, -1.0000, 0.0000, -0.0005
5.5280, 2.9901, 2.9165, -0.3598, 0.5000, -1.0000, 0.0000, -0.0007
5.5300, 2.9913, 2.9161, -0.3612, 0.5000, -1.0000, 0.0000, -0.0009
5.5320, 2.9926, 2.9158, -0.3627, 0.5000, -1.0000, 0.0000, -0.0009
5.5340, 2.9938, 2.9155, -0.3642, 0.5000, -1.0000, 0.0000, -0.0009
5.5360, 2.9950, 2.9153, -0.3657, 0.5000, -1.0000, 0.0000, -0.0009
5.5380, 2.9962, 2.9150, -0.3671, 0.5000, -1.0000, 0.0000, -0.0008
5.5400, 2.9975, 2.9147, -0.3686, 0.5000, -1.0000, 0.0000, -0.0007
5.5420, 2.9988, 2.9145, -0.3701, 0.5000, -1.0000, 0.0000, -0.0006
5.5440, 3.0001, 2.9142, -0.3716, 0.5000, -1.0000, 0.0000, -0.0004
5.5460, 3.0015, 2.9139, -0.3731, 0.5000, -1.0000, 0.0000, -0.0002
5.5480, 3.0029, 2.9135, -0.3745, 0.5000, -1.0000, 0.0000, 0.0000
5.5500, 3.0044, 2.9131, -0.3759, 0.5000, -1.0000, 0.0000, 0.0002
5.5520, 3.0058, 2.9126, -0.3773, 0.5000, -1.0000, 0.0000, 0.0003
5.5540, 3.0073, 2.9121, -0.3786, 0.5000, -1.0000, 0.0000, 0.0003
5.5560, 3.0088, 2.9116, -0.3799, 0.5000, -1.0000, 0.0000, 0.0003
5.5580, 3.0103, 2.9111, -0.3814, 0.5000, -1.0000, 0.0000, 0.0002
5.5600, 3.0118, 2.9106, -0.3828, 0.5000, -1.0000, 0.0000, -0.0001
5.5620, 3.0133, 2.9101, -0.3844, 0.5000, -1.0000, 0.0000, -0.0005
5.5640, 3.0148, 2.9096, -0.3860, 0.5000, -1.0000, 0.0000, -0.0007
5.5660, 3.0163, 2.9092, -0.3875, 0.5000, -1.0000, 0.0000, -0.0008
5.5680, 3.0177, 2.9088, -0.3890, 0.5000, -1.0000, 0.0000, -0.0009
5.5700, 3.0191, 2.9084, -0.3905, 0.5000, -1.0000, 0.0000, -0.0009
5.5720, 3.0205, 2.9080, -0.3921, 0.5000, -1.0000, 0.0000, -0.0008
5.5740, 3.0219, 2.9077, -0.3936, 0.5000, -1.0000, 0.0000, -0.0007
5.5760, 3.0232, 2.9074, -0.3952, 0.5000, -1.0000, 0.0000, -0.0005
5.5780, 3.0245, 2.9071, -0.3968, 0.5000, -1.0000, 0.0000, -0.0003
5.5800, 3.0257, 2.9068, -0.3983, 0.5000, -1.0000, 0.0000, -0.0000
5.5820, 3.0270, 2.9064, -0.3998, 0.5000, -1.0000, 0.0000, 0.0001
5.5840, 3.0283, 2.9061, -0.4011, 0.5000, -1.0000, 0.0000, 0.0002
5.5860, 3.0298, 2.9056, -0.4025, 0.5000, -1.0000, 0.0000, 0.0001
5.5880, 3.0312, 2.9051, -0.4037, 0.5000, -1.0000, 0.0000, 0.0000
5.5900, 3.0328, 2.9046, -0.4050, 0.5000, -1.0000, 0.0000, -0.0001
5.5920, 3.0344, 2.9040, -0.4063, 0.5000, -1.0000, 0.0000, -0.0002
5.5940, 3.0362, 2.9034, -0.4076, 0.5000, -1.0000, 0.0000, -0.0002
5.5960, 3.0379, 2.9028, -0.4090, 0.5000, -1.0000, 0.0000, -0.0002
5.5980, 3.0396, 2.9021, -0.4105, 0.5000, -1.0000, 0.0000, -0.0001
5.6000, 3.0413, 2.9015, -0.4119, 0.5000, -1.0000, 0.0000, 0.0000
5.6020, 3.0429, 2.9009, -0.4134, 0.5000, -1.0000, 0.0000, 0.0001
5.6040, 3.0444, 2.9003, -0.4148, 0.5000, -1.0000, 0.0000, 0.0001
5.6060, 3.0459, 2.8997, -0.4162, 0.5000, -1.0000, 0.0000, 0.0001
5.6080, 3.0474, 2.8991, -0.4176, 0.5000, -1.0000, 0.0000, -0.0000
5.6100, 3.0488, 2.8985, -0.4190, 0.5000, -1.0000, 0.0000, -0.0002
5.6120, 3.0503, 2.8979, -0.4205, 0.5000, -1.0000, 0.0000, -0.0003
5.6140, 3.0518, 2.8973, -0.4219, 0.5000, -1.0000, 0.0000, -0.0005
5.6160, 3.0533, 2.8968, -0.4233, 0.5000, -1.0000, 0.0000, -0.0007
5.6180, 3.0548, 2.8963, -0.4247, 0.5000, -1.0000, 0.0000, -0.0008
5.6200, 3.0563, 2.8958, -0.4262, 0.5000, -1.0000, 0.0000, -0.0008
5.6220, 3.0578, 2.8953, -0.4277, 0.5000, -1.0000, 0.0000, -0.0007
5.6240, 3.0593, 2.8948, -0.4291, 0.5000, -1.0000, 0.0000, -0.0004
5.6260, 3.0609, 2.8942, -0.4305, 0.5000, -1.0000, 0.0000, -0.0001
5.6280, 3.0624, 2.8936, -0.4318, 0.5000, -1.0000, 0.0000, 0.0001
5.6300, 3.0640, 2.8930, -0.4331, 0.5000, -1.0000, 0.0000, 0.0003
5.6320, 3.0655, 2.8924, -0.4345, 0.5000, -1.0000, 0.0000, 0.0005
5.6340, 3.0671, 2.8917, -0.4359, 0.5000, -1.0000, 0.0000, 0.0005
5.6360, 3.0688, 2.8910, -0.4373, 0.5000, -1.0000, 0.0000, 0.0003
5.6380, 3.0705, 2.8902, -0.4387, 0.5000, -1.0000, 0.0000, 0.0001
5.6400, 3.0722, 2.8895, -0.4403, 0.5000, -1.0000, 0.0000, -0.0001
5.6420, 3.0739, 2.8888, -0.4418, 0.5000, -1.0000, 0.0000, -0.0002
5.6440, 3.0756, 2.8881, -0.4434, 0.5000, -1.0000, 0.0000, -0.0003
5.6460, 3.0774, 2.8873, -0.4449, 0.5000, -1.0000, 0.0000, -0.0004
5.6480, 3.0791, 2.8866, -0.4465, 0.5000, -1.0000, 0.0000, -0.0004
5.6500, 3.0808, 2.8859, -0.4480, 0.5000, -1.0000, 0.0000, -0.0004
5.6520, 3.0825, 2.8852, -0.4496, 0.5000, -1.0000, 0.0000, -0.0003
5.6540, 3.0842, 2.8845, -0.4511, 0.5000, -1.0000, 0.0000, -0.0003
5.6560, 3.0859, 2.8837, -0.4526, 0.5000, -1.0000, 0.0000, -0.0001
5.6580, 3.0877, 2.8830, -0.4540, 0.5000, -1.0000, 0.0000, 0.0000
5.6600, 3.0894, 2.8822, -0.4553, 0.5000, -1.0000, 0.0000, 0.0001
5.6620, 3.0912, 2.8814, -0.4566, 0.5000, -1.0000, 0.0000, 0.0002
5.6640, 3.0929, 2.8807, -0.4579, 0.5000, -1.0000, 0.0000, 0.0001
5.6660, 3.0946, 2.8799, -0.4591, 0.5000, -1.0000, 0.0000, 0.0001
5.6680, 3.0963, 2.8792, -0.4604, 0.5000, -1.0000, 0.0000, -0.0001
5.6700, 3.0979, 2.8785, -0.4618, 0.5000, -1.0000, 0.0000, -0.0003
5.6720, 3.0996, 2.8778, -0.4632, 0.5000, -1.0000, 0.0000, -0.0005
5.6740, 3.1012, 2.8771, -0.4647, 0.5000, -1.0000, 0.0000, -0.0007
5.6760, 3.1029, 2.8764, -0.4661, 0.5000, -1.0000, 0.0000, -0.0007
5.6780, 3.1045, 2.8757, -0.4676, 0.5000, -1.0000, 0.0000, -0.0008
5.6800, 3.1062, 2.8751, -0.4691, 0.5000, -1.0000, 0.0000, -0.0009
5.6820, 3.1079, 2.8744, -0.4706, 0.5000, -1.0000, 0.0000, -0.0010
5.6840, 3.1097, 2.8737, -0.4721, 0.5000, -1.0000, 0.0000, -0.0011
5.6860, 3.1114, 2.8731, -0.4736, 0.5000, -1.0000, 0.0000, -0.0011
5.6880, 3.1133, 2.8724, -0.4752, 0.5000, -1.0000, 0.0000, -0.0010
